kdkab	namakab	kdkec	namakec	kdkel	desakel	laki	perempuan	blm_kwn	kwn	cr_hdp	cr_mati	jml_duk
7313	WAJO	731305	MAJAULENG	7313052005	TOSORA	1365	1492	1463	1213	39	142	2857
7313	WAJO	731305	MAJAULENG	7313052006	CINNONG TABI	1302	1417	1298	1198	63	160	2719
7313	WAJO	731305	MAJAULENG	7313052007	RUMPIA	1697	1896	1872	1558	117	46	3593
7313	WAJO	731305	MAJAULENG	7313052008	LAERUNG	678	766	719	698	5	22	1444
7313	WAJO	731305	MAJAULENG	7313052009	LAMIKU	823	967	840	803	37	110	1790
7313	WAJO	731305	MAJAULENG	7313052010	BOTTO BENTENG	821	902	889	713	26	95	1723
7313	WAJO	731305	MAJAULENG	7313052011	BOTTO TANRE	855	956	865	852	20	74	1811
7313	WAJO	731305	MAJAULENG	7313052012	TUA	1374	1486	1347	1286	60	167	2860
7313	WAJO	731305	MAJAULENG	7313052013	TAJO	1163	1290	1164	1121	50	118	2453
7313	WAJO	731305	MAJAULENG	7313052014		390	437	367	385	21	54	827
7313	WAJO	731305	MAJAULENG	7313052015	L I U	836	891	866	728	30	103	1727
7313	WAJO	731305	MAJAULENG	7313052016	TELLU LIMPOE	866	980	902	804	28	112	1846
7313	WAJO	731305	MAJAULENG	7313052017	BOTTO PENNO	535	567	552	472	14	64	1102
7313	WAJO	731305	MAJAULENG	7313052018	WATAN RUMPIA	741	807	795	654	20	79	1548
7313	WAJO	731306	TEMPE	7313061001	SIENGKANG	1665	1750	1915	1307	33	160	3415
7313	WAJO	731306	TEMPE	7313061002	PATTIROSOMPE	1411	1548	1370	1487	31	71	2959
7313	WAJO	731306	TEMPE	7313061003	TEMPE	3967	4257	4332	3531	62	299	8224
7313	WAJO	731306	TEMPE	7313061004	MADDUKKELLENG	3828	4279	4350	3258	118	381	8107
7313	WAJO	731306	TEMPE	7313061005	WATALLIPUE	2008	2250	2263	1760	36	199	4258
7313	WAJO	731306	TEMPE	7313061006	MATTIROTAPPARENG	2688	2882	3042	2218	39	271	5570
7313	WAJO	731306	TEMPE	7313061007	LAELO	1109	1238	1138	1061	24	124	2347
7313	WAJO	731306	TEMPE	7313061008	SALOMENRALENG	915	998	1000	746	26	141	1913
7313	WAJO	731306	TEMPE	7313061009	CEMPALAGI	1658	1680	1706	1464	40	128	3338
7313	WAJO	731306	TEMPE	7313061010	LAPONGKODA	3287	3448	3583	2810	88	254	6735
7313	WAJO	731306	TEMPE	7313061011	TEDDAOPU	2984	3006	3157	2570	56	207	5990
7313	WAJO	731306	TEMPE	7313061012	PADDUPPA	2207	2467	2551	1893	47	183	4674
7313	WAJO	731306	TEMPE	7313061013	WIRINGPALENNAE	2047	2152	2156	1798	43	202	4199
7313	WAJO	731306	TEMPE	7313061014	ATAKKAE	2607	2787	2791	2302	57	244	5394
7313	WAJO	731306	TEMPE	7313061015	SITAMPAE	1004	1132	1088	903	21	124	2136
7313	WAJO	731306	TEMPE	7313061016	BULUPABBULU	2178	2231	2245	1962	59	143	4409
7313	WAJO	731307	BELAWA	7313071001	MACERO	1297	1453	1417	1108	50	175	2750
7313	WAJO	731307	BELAWA	7313071002	MALAKKE	1771	1805	1736	1559	84	197	3576
7313	WAJO	731307	BELAWA	7313071003	BELAWA	1839	2105	2008	1617	66	253	3944
7313	WAJO	731307	BELAWA	7313071005	LEPPANGENG	692	715	693	618	31	65	1407
7313	WAJO	731307	BELAWA	7313072004	ONGKOE	2421	2628	2479	2142	114	314	5049
7313	WAJO	731307	BELAWA	7313072005		2010	2220	2033	1823	90	284	4230
7313	WAJO	731307	BELAWA	7313072006	WELE	2061	2197	2000	1949	84	225	4258
7313	WAJO	731307	BELAWA	7313072007	LIMPO RILAU	1801	1885	1736	1651	88	211	3686
7313	WAJO	731307	BELAWA	7313072008	SAPPA	2717	2888	2658	2595	85	267	5605
7313	WAJO	731307	BELAWA	7313072009	LAUTANG	1764	1850	1739	1630	70	175	3614
7313	WAJO	731308	TANA SITOLO	7313081001	TANCUNG	1315	1393	1278	1188	64	178	2708
7313	WAJO	731308	TANA SITOLO	7313081002	MAPPADAELO	1235	1366	1135	1252	46	168	2601
7313	WAJO	731308	TANA SITOLO	7313081003	PINCENGPUTE	1594	1666	1525	1503	42	190	3260
7313	WAJO	731308	TANA SITOLO	7313081004	BARU TANCUNG	1051	1059	980	984	45	101	2110
7313	WAJO	731308	TANA SITOLO	7313082005	NEPO	850	941	995	623	43	130	1791
7313	WAJO	731308	TANA SITOLO	7313082006	LOWA	716	727	642	676	27	98	1443
7313	WAJO	731308	TANA SITOLO	7313082007	INALIPUE	1202	1283	1134	1213	31	107	2485
7313	WAJO	731308	TANA SITOLO	7313082008	PAKKANNA	1447	1606	1589	1342	33	89	3053
7313	WAJO	731308	TANA SITOLO	7313082009	WAJORIAJA	941	977	917	831	47	123	1918
7313	WAJO	731308	TANA SITOLO	7313082010	WEWANGREWU	1685	1872	1577	1629	100	251	3557
7313	WAJO	731308	TANA SITOLO	7313082011	WAETUWO	1261	1283	1109	1242	44	149	2544
7313	WAJO	731308	TANA SITOLO	7313082012	ASSORAJANG	2433	2658	2684	2166	53	188	5091
7313	WAJO	731308	TANA SITOLO	7313082013	UJUNGE	1111	1151	1111	999	42	110	2262
7313	WAJO	731308	TANA SITOLO	7313082014		940	1048	1042	785	46	115	1988
7313	WAJO	731308	TANA SITOLO	7313082015	MARIO	869	946	895	760	33	127	1815
7313	WAJO	731308	TANA SITOLO	7313082016	PALIPPU	831	893	763	818	33	110	1724
7313	WAJO	731308	TANA SITOLO	7313082017	TONRALIPUE	468	542	460	465	24	61	1010
7313	WAJO	731308	TANA SITOLO	7313082018	UJUNG BARU	894	931	953	746	29	97	1825
7313	WAJO	731308	TANA SITOLO	7313082019	MANNAGAE	1196	1414	1216	1170	54	170	2610
7313	WAJO	731309	MANIANG PAJO	7313091001	ANABANUA	2367	2552	2550	2087	55	227	4919
7313	WAJO	731309	MANIANG PAJO	7313091002	DUA LIMPOE	1355	1516	1435	1207	62	167	2871
7313	WAJO	731309	MANIANG PAJO	7313091003	TANGKOLI	989	954	958	888	30	67	1943
7313	WAJO	731309	MANIANG PAJO	7313092004	MATTIROWALIE	1431	1428	1416	1302	44	97	2859
7313	WAJO	731309	MANIANG PAJO	7313092005	KALOLA	850	891	800	834	20	87	1741
7313	WAJO	731309	MANIANG PAJO	7313092006	SOGI	629	674	619	605	20	59	1303
7313	WAJO	731309	MANIANG PAJO	7313092007	ABBANUANGE	850	749	740	777	30	52	1599
7313	WAJO	731309	MANIANG PAJO	7313092008	MINANGA TELLUE	490	455	434	451	20	40	945
7313	WAJO	731310	PITUMPANUA	7313101001	BULETE	2919	3225	3172	2550	82	340	6144
7313	WAJO	731310	PITUMPANUA	7313101002	SIWA	3023	3090	3175	2598	94	246	6113
7313	WAJO	731310	PITUMPANUA	7313101003	TOBARAKKA	1476	1540	1518	1292	50	156	3016
7313	WAJO	731310	PITUMPANUA	7313101004	BENTENG	1633	1697	1578	1542	53	157	3330
7313	WAJO	731310	PITUMPANUA	7313102005	BATU	739	708	741	616	17	73	1447
7313	WAJO	731310	PITUMPANUA	7313102006	LAUWA	1265	1342	1247	1156	53	151	2607
7313	WAJO	731310	PITUMPANUA	7313102007	TANRONGI	1597	1702	1609	1433	58	199	3299
7313	WAJO	731310	PITUMPANUA	7313102008	LOMPOLOANG	1659	1799	1758	1440	60	200	3458
7313	WAJO	731310	PITUMPANUA	7313102009	TELLESANG	2287	2342	2433	1928	47	221	4629
7313	WAJO	731310	PITUMPANUA	7313102010	TANGKORO	1038	1027	981	959	23	102	2065
7313	WAJO	731310	PITUMPANUA	7313102011	MARANNU	1673	1730	1780	1438	62	123	3403
7313	WAJO	731310	PITUMPANUA	7313102012	ABBANDERANGNGE	798	736	764	678	24	68	1534
7313	WAJO	731310	PITUMPANUA	7313102013	SIMPELLU	464	440	396	456	18	34	904
7313	WAJO	731310	PITUMPANUA	7313102014		898	886	880	789	36	79	1784
7313	WAJO	731311	BOLA	7313111001		1230	1253	1153	1118	65	147	2483
7313	WAJO	731311	BOLA	7313112001	SOLO	241	229	208	240	2	20	470
7313	WAJO	731311	BOLA	7313112002	BOLA	984	1022	896	972	36	102	2006
7313	WAJO	731311	BOLA	7313112003	UJUNG TANAH	904	971	838	878	33	126	1875
7313	WAJO	731311	BOLA	7313112004	LEMPONG	1050	1208	999	1036	71	152	2258
7313	WAJO	731311	BOLA	7313112005	SANRESENG ADE	767	795	733	711	31	87	1562
7313	WAJO	731311	BOLA	7313112006	PATTANGNGA	717	747	733	657	3	71	1464
7313	WAJO	731311	BOLA	7313112007	BALIELO	1083	1161	1157	926	43	118	2244
7313	WAJO	731311	BOLA	7313112008	MANURUNG	904	992	880	854	49	113	1896
7313	WAJO	731311	BOLA	7313112009	LATTIMU	1000	1065	992	914	45	114	2065
7313	WAJO	731311	BOLA	7313112010	PASIR PUTIH	497	571	516	465	23	64	1068
7313	WAJO	731311	BOLA	7313112011	RAJAMAWELLANG	1211	1228	1205	1160	19	55	2439
7313	WAJO	731312	PENRANG	7313121001		1397	1476	1461	1238	56	118	2873
7313	WAJO	731312	PENRANG	7313122001	DOPING	153	167	155	142	5	18	320
7313	WAJO	731312	PENRANG	7313122002	PADAELO	1053	1224	1072	1029	47	129	2277
7313	WAJO	731312	PENRANG	7313122003	TEMMABARANG	1065	1180	1037	1018	68	122	2245
7313	WAJO	731312	PENRANG	7313122004	PENRANG	569	620	580	534	20	55	1189
7313	WAJO	731312	PENRANG	7313122005	LAWESSO	836	996	859	819	46	108	1832
7313	WAJO	731312	PENRANG	7313122006	BENTENG	1059	1166	1011	1045	52	117	2225
7313	WAJO	731312	PENRANG	7313122007	WALANGA	868	994	878	858	33	93	1862
7313	WAJO	731312	PENRANG	7313122008	MAKMUR	655	727	644	615	39	84	1382
7313	WAJO	731312	PENRANG	7313122009	TADANG PALIE	451	488	426	440	21	52	939
7313	WAJO	731312	PENRANG	7313122010	RADDAE	578	615	570	544	26	53	1193
7313	WAJO	731313	GILIRENG	7313131002		658	731	671	619	27	72	1389
7313	WAJO	731313	GILIRENG	7313132001	MAMINASAE	403	422	373	373	28	51	825
7313	WAJO	731313	GILIRENG	7313132002	GILIRENG	176	190	148	182	9	27	366
7313	WAJO	731313	GILIRENG	7313132003	POLEONRO	477	554	480	466	15	70	1031
7313	WAJO	731313	GILIRENG	7313132004	ARAJANG	909	852	790	881	28	62	1761
7313	WAJO	731313	GILIRENG	7313132005	LAMATA	889	857	825	784	32	105	1746
7313	WAJO	731313	GILIRENG	7313132006	PASELLORENG	1114	1124	961	1199	23	55	2238
7313	WAJO	731313	GILIRENG	7313132007	ALAUSALO	411	448	428	383	13	35	859
7313	WAJO	731313	GILIRENG	7313132008	DOLEWALIE	359	412	367	354	8	42	771
7313	WAJO	731313	GILIRENG	7313132009	ABBATIRENG	407	460	388	403	18	58	867
7313	WAJO	731314	KEERA	7313141001	BALLERE	1533	1623	1584	1346	65	161	3156
7313	WAJO	731314	KEERA	7313142002	AWOTA	1617	1610	1526	1477	76	148	3227
7313	WAJO	731314	KEERA	7313142003	KEERA	1000	1011	950	975	22	64	2011
7313	WAJO	731314	KEERA	7313142004	LALLISENG	1861	1932	1789	1816	54	134	3793
7313	WAJO	731314	KEERA	7313142005	PAOJEPE	1058	1107	1073	922	50	120	2165
7313	WAJO	731314	KEERA	7313142006	INRELLO	1780	1772	1704	1681	50	117	3552
7313	WAJO	731314	KEERA	7313142007	PATTIROLOKKA	1034	1017	986	948	29	88	2051
7313	WAJO	731314	KEERA	7313142008	A W O	1863	1628	1538	1773	57	123	3491
7313	WAJO	731314	KEERA	7313142009	CIROMANIE	909	947	888	888	28	52	1856
7313	WAJO	731314	KEERA	7313142010	LABAWANG	566	576	547	527	16	52	1142
7314	SIDRAP	731401	PANCA LAUTANG	7314011001	BILOKKA	1524	1696	1449	1458	81	232	3220
7314	SIDRAP	731401	PANCA LAUTANG	7314011002	WETTEE	1400	1426	1196	1373	58	199	2826
7314	SIDRAP	731401	PANCA LAUTANG	7314011003	LAJONGA	733	732	628	669	58	110	1465
7314	SIDRAP	731401	PANCA LAUTANG	7314012004	WANIO	922	1043	882	873	51	159	1965
7314	SIDRAP	731401	PANCA LAUTANG	7314012005	WANIO TIMORENG	1378	1353	1257	1194	74	206	2731
7314	SIDRAP	731401	PANCA LAUTANG	7314012006	CORAWALI	1114	1122	1033	1013	57	133	2236
7314	SIDRAP	731401	PANCA LAUTANG	7314012007	LISE	1556	1550	1432	1370	69	235	3106
7314	SIDRAP	731401	PANCA LAUTANG	7314012008	BAPANGI	905	843	798	817	39	94	1748
7314	SIDRAP	731401	PANCA LAUTANG	7314012009	ALLESALEWOE	501	540	499	463	26	53	1041
7314	SIDRAP	731401	PANCA LAUTANG	7314012010	CENRANA	456	409	415	423	10	17	865
7314	SIDRAP	731402	TELLULIMPO E	7314021001	AMPARITA	2622	2760	2680	2273	123	306	5382
7314	SIDRAP	731402	TELLULIMPO E	7314021002	MASSEPE	1149	1203	1136	1060	35	121	2352
7314	SIDRAP	731402	TELLULIMPO E	7314021003	TODANG PULU	2285	2357	2301	2004	99	238	4642
7314	SIDRAP	731402	TELLULIMPO E	7314021004	PAJALELE	1505	1659	1601	1318	46	199	3164
7314	SIDRAP	731402	TELLULIMPO E	7314021005	BAULA	1683	1737	1720	1452	81	167	3420
7314	SIDRAP	731402	TELLULIMPO E	7314021006	ARATENG	1356	1456	1427	1167	35	183	2812
7314	SIDRAP	731402	TELLULIMPO E	7314022007	TETEAJI	1132	1200	1178	989	39	126	2332
7314	SIDRAP	731402	TELLULIMPO E	7314022008	POLEWALI	613	668	620	549	50	62	1281
7314	SIDRAP	731402	TELLULIMPO E	7314022009	TEPPO	1042	1137	1086	931	29	133	2179
7314	SIDRAP	731403	WATANG PULU	7314031001	LAWAWOI	1969	1986	1987	1691	65	212	3955
7314	SIDRAP	731403	WATANG PULU	7314031002	ARAWA	1746	1808	1705	1648	77	124	3554
7314	SIDRAP	731403	WATANG PULU	7314031003	BANGKAI	1405	1475	1560	1202	33	85	2880
7314	SIDRAP	731403	WATANG PULU	7314031004	ULUALE	2862	2767	2804	2525	93	207	5629
7314	SIDRAP	731403	WATANG PULU	7314031005	BATULAPPA	2917	2873	2998	2529	69	194	5790
7314	SIDRAP	731403	WATANG PULU	7314032006	LAINUNGAN	1771	1753	1745	1544	59	176	3524
7314	SIDRAP	731403	WATANG PULU	7314032007	CARAWALI	1239	1295	1221	1091	57	165	2534
7314	SIDRAP	731403	WATANG PULU	7314032008	BUAE	1904	1884	1824	1700	96	168	3788
7314	SIDRAP	731403	WATANG PULU	7314032009	MATTIROTASI	1131	1087	1079	1014	36	89	2218
7314	SIDRAP	731403	WATANG PULU	7314032010	CIRO-CIRO	685	656	662	617	13	49	1341
7314	SIDRAP	731404	BARANTI	7314041001	BARANTI	3045	3171	3050	2767	92	307	6216
7314	SIDRAP	731404	BARANTI	7314041002	DUAMPANUA	2322	2366	2375	2036	49	228	4688
7314	SIDRAP	731404	BARANTI	7314041003	BENTENG	2697	2734	2591	2496	76	268	5431
7314	SIDRAP	731404	BARANTI	7314041004	MAMMINASA	2027	2040	1979	1846	52	190	4067
7314	SIDRAP	731404	BARANTI	7314041005	BENTENG UTAMA	1585	1626	1632	1396	50	133	3211
7314	SIDRAP	731404	BARANTI	7314042006	PASSENO	2444	2435	2315	2276	43	245	4879
7314	SIDRAP	731404	BARANTI	7314042007	SIPODECENG	2037	2043	1696	2060	86	238	4080
7314	SIDRAP	731404	BARANTI	7314042008	TONRONGE	1051	970	895	994	29	103	2021
7314	SIDRAP	731404	BARANTI	7314042009	TONRONG RIJANG	845	835	711	848	23	98	1680
7314	SIDRAP	731405	PANCA RIJANG	7314051001	RAPPANG	3385	3521	3650	2833	87	336	6906
7314	SIDRAP	731405	PANCA RIJANG	7314051002	LALEBATA	3745	3957	3986	3158	134	424	7702
7314	SIDRAP	731405	PANCA RIJANG	7314051003	MACORAWALIE	2923	3068	3092	2539	83	277	5991
7314	SIDRAP	731405	PANCA RIJANG	7314051004	KADIDI	1679	1791	1666	1590	37	177	3470
7314	SIDRAP	731405	PANCA RIJANG	7314052005	TIMORENG PANUA	1289	1284	1244	1195	37	97	2573
7314	SIDRAP	731405	PANCA RIJANG	7314052006	BULO WATTANG	794	803	770	729	29	69	1597
7314	SIDRAP	731405	PANCA RIJANG	7314052007	BULO	1379	1360	1296	1303	32	108	2739
7314	SIDRAP	731405	PANCA RIJANG	7314052008	CIPOTAKARI	1049	999	963	963	23	99	2048
7314	SIDRAP	731406	KULO	7314062001	RIJANG PANUA	1169	1135	1078	1062	35	129	2304
7314	SIDRAP	731406	KULO	7314062002	KULO	1694	1760	1707	1483	45	219	3454
7314	SIDRAP	731406	KULO	7314062003	MADENRA	1249	1261	1239	1049	55	167	2510
7314	SIDRAP	731406	KULO	7314062004	MARIO	1681	1654	1744	1370	49	172	3335
7314	SIDRAP	731406	KULO	7314062005	KAMPUNG BARU	544	501	551	454	13	27	1045
7314	SIDRAP	731406	KULO	7314062006	ABBOKONGENG	1223	1252	1116	1186	46	127	2475
7314	SIDRAP	731407	MARITENGNGAE	7314071001	PANGKAJENE	5715	5855	5947	5065	141	417	11570
7314	SIDRAP	731407	MARITENGNGAE	7314071002	LAUTANG BENTENG	3504	3607	3497	3099	154	361	7111
7314	SIDRAP	731407	MARITENGNGAE	7314071003	MAJJELLING	2641	2786	2802	2253	112	260	5427
7314	SIDRAP	731407	MARITENGNGAE	7314071004	WALA	2375	2406	2387	2101	84	209	4781
7314	SIDRAP	731407	MARITENGNGAE	7314071005	LAKESSI	1969	1981	1830	1902	60	158	3950
7314	SIDRAP	731407	MARITENGNGAE	7314071006	RIJANG PITTU	3456	3543	3525	3122	88	264	6999
7314	SIDRAP	731407	MARITENGNGAE	7314071007	MAJELLING WATANG	2083	2117	2089	1909	68	134	4200
7314	SIDRAP	731407	MARITENGNGAE	7314072008	SEREANG	1552	1550	1491	1410	31	170	3102
7314	SIDRAP	731407	MARITENGNGAE	7314072009	KANIE	1338	1446	1345	1230	52	157	2784
7314	SIDRAP	731407	MARITENGNGAE	7314072010	ALLAKUANG	1760	1793	1720	1557	61	215	3553
7314	SIDRAP	731407	MARITENGNGAE	7314072011	TANETE	1434	1386	1366	1275	67	112	2820
7314	SIDRAP	731407	MARITENGNGAE	7314072012	TAKKALASI	839	862	792	772	45	92	1701
7314	SIDRAP	731408	SIDENRENG	7314081001	EMPAGAE	1727	1762	1626	1619	88	156	3489
7314	SIDRAP	731408	SIDENRENG	7314081002	WATANG SIDENRENG	1272	1279	1267	1079	50	155	2551
7314	SIDRAP	731408	SIDENRENG	7314081003	KANYUARA	1931	2013	1893	1699	128	224	3944
7314	SIDRAP	731408	SIDENRENG	7314082004	MOJONG	1970	1938	1844	1807	81	176	3908
7314	SIDRAP	731408	SIDENRENG	7314082005	DAMAI	908	895	798	907	36	62	1803
7314	SIDRAP	731408	SIDENRENG	7314082006	TALUMAE	1126	1135	1089	1035	41	96	2261
7314	SIDRAP	731408	SIDENRENG	7314082007	AKA-AKAE	754	728	659	738	25	60	1482
7314	SIDRAP	731408	SIDENRENG	7314082008		739	726	629	744	22	70	1465
7314	SIDRAP	731409	DUAPITUE	7314091001	TANRUTEDONG	2571	2762	2586	2432	94	221	5333
7314	SIDRAP	731409	DUAPITUE	7314091002	SALO MALLORI	1800	1770	1674	1703	51	142	3570
7314	SIDRAP	731409	DUAPITUE	7314091004	PADANGLOANG	728	732	614	758	28	60	1460
7314	SIDRAP	731409	DUAPITUE	7314091007	PADANGLOANG ALAU	730	721	663	661	45	82	1451
7314	SIDRAP	731409	DUAPITUE	7314092002		332	361	381	268	8	36	693
7314	SIDRAP	731409	DUAPITUE	7314092003	KALOSI	3655	3763	3486	3402	144	386	7418
7314	SIDRAP	731409	DUAPITUE	7314092004		1516	1509	1381	1444	60	140	3025
7314	SIDRAP	731409	DUAPITUE	7314092005	KALOSI ALAU	1473	1506	1436	1357	42	144	2979
7314	SIDRAP	731409	DUAPITUE	7314092006	BILA	1686	1805	1674	1569	60	188	3491
7314	SIDRAP	731409	DUAPITUE	7314092007		377	373	382	318	15	35	750
7314	SIDRAP	731409	DUAPITUE	7314092008	SALOBUKKANG	1531	1577	1501	1391	45	171	3108
7314	SIDRAP	731409	DUAPITUE	7314092009	TACCIMPO	985	998	928	906	35	114	1983
7314	SIDRAP	731410	PITU RIAWA	7314101001	LANCIRANG	1440	1564	1437	1337	77	153	3004
7314	SIDRAP	731410	PITU RIAWA	7314101002	PONRANGAE	1335	1445	1442	1162	55	121	2780
7314	SIDRAP	731410	PITU RIAWA	7314102003	AJUBISSUE	1723	1631	1601	1565	39	149	3354
7314	SIDRAP	731410	PITU RIAWA	7314102004	OTTING	1000	1050	988	868	60	134	2050
7314	SIDRAP	731410	PITU RIAWA	7314102005	BULU CENRANA	3143	3116	3093	2845	61	260	6259
7314	SIDRAP	731410	PITU RIAWA	7314102006	SUMPANG MANGO	1578	1601	1484	1421	77	197	3179
7314	SIDRAP	731410	PITU RIAWA	7314102007	LASIWALA	888	892	860	848	22	50	1780
7314	SIDRAP	731410	PITU RIAWA	7314102008	DONGI	1097	1096	1018	1053	31	91	2193
7314	SIDRAP	731410	PITU RIAWA	7314102009	ANA BANNA	742	685	691	671	13	52	1427
7314	SIDRAP	731410	PITU RIAWA	7314102010	BETAO	1359	1284	1370	1132	54	87	2643
7314	SIDRAP	731410	PITU RIAWA	7314102014		1190	1210	1172	1101	39	88	2400
7314	SIDRAP	731410	PITU RIAWA	7314102015	KALEMPANG	336	306	280	313	10	39	642
7314	SIDRAP	731411	PITU RIASE	7314111001		1748	1663	1664	1514	74	159	3411
7314	SIDRAP	731411	PITU RIASE	7314112001	BOLA BULU	1210	1299	1169	1152	55	133	2509
7314	SIDRAP	731411	PITU RIASE	7314112002	BOTTO	1607	1614	1562	1448	44	167	3221
7314	SIDRAP	731411	PITU RIASE	7314112003	BILA RIASE	1384	1301	1317	1195	44	129	2685
7314	SIDRAP	731411	PITU RIASE	7314112004	LAGADING	642	693	617	594	35	89	1335
7314	SIDRAP	731411	PITU RIASE	7314112005	BATU	42	55	48	43	4	2	97
7314	SIDRAP	731411	PITU RIASE	7314112007	TANATORO	1127	1089	1121	922	34	139	2216
7314	SIDRAP	731411	PITU RIASE	7314112008	COMPONG	1152	1095	1174	972	26	75	2247
7314	SIDRAP	731411	PITU RIASE	7314112009	LEPPANGENG	844	710	913	598	11	32	1554
7314	SIDRAP	731411	PITU RIASE	7314112010	LOMBO	577	516	530	493	18	52	1093
7314	SIDRAP	731411	PITU RIASE	7314112011	DENGENG-DENGENG	959	906	923	860	20	62	1865
7314	SIDRAP	731411	PITU RIASE	7314112012	BUNTU BUANGING	388	382	395	346	8	21	770
7314	SIDRAP	731411	PITU RIASE	7314112013	BELAWAE	1293	1240	1320	1090	36	87	2533
7315	PINRANG	731501	MATTIROSOMPE	7315011001	LANGA	3204	3421	3380	2881	194	170	6625
7315	PINRANG	731501	MATTIROSOMPE	7315011002	PALLAMEANG	3473	3647	3518	3336	108	158	7120
7315	PINRANG	731501	MATTIROSOMPE	7315012003	MASSULOWALIE	1621	1705	1583	1525	140	78	3326
7315	PINRANG	731501	MATTIROSOMPE	7315012004	MATTOMBONG	2034	2266	2173	1921	101	105	4300
7315	PINRANG	731501	MATTIROSOMPE	7315012005	MATTONGANG TONGAN	1426	1453	1461	1302	55	61	2879
7315	PINRANG	731501	MATTIROSOMPE	7315012006	PATOBONG	1437	1443	1441	1309	55	75	2880
7315	PINRANG	731501	MATTIROSOMPE	7315012007	SAMAENRE	1887	1943	1863	1747	124	96	3830
7315	PINRANG	731501	MATTIROSOMPE	7315012008	MATTIRO TASI	1369	1442	1333	1300	104	74	2811
7315	PINRANG	731501	MATTIROSOMPE	7315012009	SIWOLONG POLONG	1575	1645	1662	1394	98	66	3220
7315	PINRANG	731502	SUPPA	7315021001	WATANG SUPPA	1990	2176	2056	1945	102	63	4166
7315	PINRANG	731502	SUPPA	7315021002	TELLUMPANUA	2226	2278	2197	2087	133	87	4504
7315	PINRANG	731502	SUPPA	7315022003	LERO	4541	4628	5111	3511	214	333	9169
7315	PINRANG	731502	SUPPA	7315022004	WATTANG PULU	1923	1974	1834	1884	104	75	3897
7315	PINRANG	731502	SUPPA	7315022005	MARITENGNGAE	1190	1271	1120	1167	117	57	2461
7315	PINRANG	731502	SUPPA	7315022006	TASIWALIE	1864	1976	1777	1850	125	88	3840
7315	PINRANG	731502	SUPPA	7315022007	WIRINGTASI	1197	1222	1204	1086	66	63	2419
7315	PINRANG	731502	SUPPA	7315022008	LOTANG SALO	1121	1118	1079	1019	83	58	2239
7315	PINRANG	731502	SUPPA	7315022009	UJUNG LABUANG	1281	1200	1379	993	53	56	2481
7315	PINRANG	731502	SUPPA	7315022010	POLEWALI	1335	1462	1213	1399	117	68	2797
7315	PINRANG	731503	MATTIRO BULU	7315031001	MANARANG	2414	2533	2269	2383	163	132	4947
7315	PINRANG	731503	MATTIRO BULU	7315031002	PADAIDI	2745	2876	2630	2635	162	194	5621
7315	PINRANG	731503	MATTIRO BULU	7315032003	PANNANRANG	2128	2261	2122	1952	196	119	4389
7315	PINRANG	731503	MATTIRO BULU	7315032004	PADAKKALAWA	2372	2384	2237	2234	162	123	4756
7315	PINRANG	731503	MATTIRO BULU	7315032005	MARANNU	885	870	794	894	41	26	1755
7315	PINRANG	731503	MATTIRO BULU	7315032006	ALITTA	1573	1657	1411	1580	119	120	3230
7315	PINRANG	731503	MATTIRO BULU	7315032007	PADAELO	1963	2143	1849	2024	137	96	4106
7315	PINRANG	731503	MATTIRO BULU	7315032008	BUNGA	750	787	683	760	34	60	1537
7315	PINRANG	731503	MATTIRO BULU	7315032009	MAKKAWARU	2004	1956	1959	1806	123	72	3960
7315	PINRANG	731504	WATANG SAWITTO	7315041001	JAYA	5582	5640	5758	4940	284	240	11222
7315	PINRANG	731504	WATANG SAWITTO	7315041002	SAWITTO	2643	2821	2876	2307	177	104	5464
7315	PINRANG	731504	WATANG SAWITTO	7315041003	MACORAWALIE	7297	7517	7591	6681	211	331	14814
7315	PINRANG	731504	WATANG SAWITTO	7315041004	PENRANG	8310	8316	8400	7393	416	417	16626
7315	PINRANG	731504	WATANG SAWITTO	7315041005	SALO	2492	2511	2472	2299	116	116	5003
7315	PINRANG	731504	WATANG SAWITTO	7315041006	BENTENGNGE	3752	3828	3771	3503	167	139	7580
7315	PINRANG	731504	WATANG SAWITTO	7315041007	SIPATOKKONG	1735	1840	1726	1630	123	96	3575
7315	PINRANG	731504	WATANG SAWITTO	7315041008	SIPARAPPE	1670	1694	1627	1595	79	63	3364
7315	PINRANG	731505	PATAMPANUA	7315051001	BENTENG	3124	3139	3189	2754	174	146	6263
7315	PINRANG	731505	PATAMPANUA	7315051002	TEPPO	2487	2604	2586	2218	65	222	5091
7315	PINRANG	731505	PATAMPANUA	7315051003	TONYAMANG	3098	3128	3176	2873	84	93	6226
7315	PINRANG	731505	PATAMPANUA	7315051004	MACCIRINNA	709	763	808	602	26	36	1472
7315	PINRANG	731505	PATAMPANUA	7315052005	LEPPANGANG	1282	1353	1269	1222	77	67	2635
7315	PINRANG	731505	PATAMPANUA	7315052006	MALIMPUNG	1866	1912	1845	1753	95	85	3778
7315	PINRANG	731505	PATAMPANUA	7315052007	MATTIRO ADE	2706	2865	2702	2590	106	173	5571
7315	PINRANG	731505	PATAMPANUA	7315052008	SIPATUO	2639	2669	2852	2251	103	102	5308
7315	PINRANG	731505	PATAMPANUA	7315052009	PADANGLOANG	1562	1432	1630	1289	35	40	2994
