kdkab	namakab	KDKEC	NAMA_KEC	KDKEL	DESA_KEL	LAKI	PEREMP	BLM_SKLH	TDK_TM_SD	TM_SD	SLTP	SLTA	DIP_II	DIP_III	STR_I	STR_II	STR_III	JML_DUK
7314	SIDRAP	731404	BARANTI	7314042006	PASSENO	2444	2435	849	506	1423	807	1030	23	58	177	5	1	4879
7314	SIDRAP	731404	BARANTI	7314042007	SIPODECENG	2037	2043	627	457	1682	749	482	4	15	63	1	0	4080
7314	SIDRAP	731404	BARANTI	7314042008	TONRONGE	1051	970	309	231	700	341	351	10	19	59	1	0	2021
7314	SIDRAP	731404	BARANTI	7314042009	TONRONG RIJANG	845	835	265	252	580	303	243	3	7	26	0	1	1680
7314	SIDRAP	731405	PANCA RIJANG	7314051001	RAPPANG	3385	3521	1293	577	1109	917	2128	52	160	644	26	0	6906
7314	SIDRAP	731405	PANCA RIJANG	7314051002	LALEBATA	3745	3957	1449	851	1645	1219	1989	37	109	393	8	2	7702
7314	SIDRAP	731405	PANCA RIJANG	7314051003	MACORAWALIE	2923	3068	1170	657	1449	1026	1282	35	65	290	16	1	5991
7314	SIDRAP	731405	PANCA RIJANG	7314051004	KADIDI	1679	1791	555	373	1049	671	656	15	28	122	1	0	3470
7314	SIDRAP	731405	PANCA RIJANG	7314052005	TIMORENG PANUA	1289	1284	398	260	850	517	448	6	16	75	2	1	2573
7314	SIDRAP	731405	PANCA RIJANG	7314052006	BULO WATTANG	794	803	291	141	504	361	266	2	8	24	0	0	1597
7314	SIDRAP	731405	PANCA RIJANG	7314052007	BULO	1379	1360	493	292	910	569	410	6	7	52	0	0	2739
7314	SIDRAP	731405	PANCA RIJANG	7314052008	CIPOTAKARI	1049	999	476	219	704	346	256	9	9	28	1	0	2048
7314	SIDRAP	731406	KULO	7314062001	RIJANG PANUA	1169	1135	399	293	844	379	330	5	12	41	1	0	2304
7314	SIDRAP	731406	KULO	7314062002	KULO	1694	1760	566	409	1087	721	568	12	15	73	3	0	3454
7314	SIDRAP	731406	KULO	7314062003	MADENRA	1249	1261	477	411	711	451	394	12	17	37	0	0	2510
7314	SIDRAP	731406	KULO	7314062004	MARIO	1681	1654	502	532	983	553	612	9	56	85	3	0	3335
7314	SIDRAP	731406	KULO	7314062005	KAMPUNG BARU	544	501	205	161	464	115	96	1	3	0	0	0	1045
7314	SIDRAP	731406	KULO	7314062006	ABBOKONGENG	1223	1252	331	442	919	364	323	7	19	68	2	0	2475
7314	SIDRAP	731407	MARITENGNGAE	7314071001	PANGKAJENE	5715	5855	2107	864	2120	1617	3506	65	174	1049	64	4	11570
7314	SIDRAP	731407	MARITENGNGAE	7314071002	LAUTANG BENTENG	3504	3607	1385	631	2102	1244	1395	28	62	256	7	1	7111
7314	SIDRAP	731407	MARITENGNGAE	7314071003	MAJJELLING	2641	2786	1033	477	970	817	1533	15	85	469	27	1	5427
7314	SIDRAP	731407	MARITENGNGAE	7314071004	WALA	2375	2406	963	606	1085	713	1117	13	36	231	17	0	4781
7314	SIDRAP	731407	MARITENGNGAE	7314071005	LAKESSI	1969	1981	862	406	1145	573	764	15	42	129	14	0	3950
7314	SIDRAP	731407	MARITENGNGAE	7314071006	RIJANG PITTU	3456	3543	1393	556	1339	1044	1877	48	122	570	50	0	6999
7314	SIDRAP	731407	MARITENGNGAE	7314071007	MAJELLING WATANG	2083	2117	878	409	986	564	1020	21	58	247	17	0	4200
7314	SIDRAP	731407	MARITENGNGAE	7314072008	SEREANG	1552	1550	504	367	923	532	661	8	19	86	2	0	3102
7314	SIDRAP	731407	MARITENGNGAE	7314072009	KANIE	1338	1446	453	433	915	393	447	6	23	110	4	0	2784
7314	SIDRAP	731407	MARITENGNGAE	7314072010	ALLAKUANG	1760	1793	601	492	1094	582	688	8	17	70	1	0	3553
7314	SIDRAP	731407	MARITENGNGAE	7314072011	TANETE	1434	1386	554	470	763	366	549	3	21	92	2	0	2820
7314	SIDRAP	731407	MARITENGNGAE	7314072012	TAKKALASI	839	862	283	375	549	219	242	2	4	27	0	0	1701
7314	SIDRAP	731408	SIDENRENG	7314081001	EMPAGAE	1727	1762	739	306	1150	631	585	4	19	51	2	2	3489
7314	SIDRAP	731408	SIDENRENG	7314081002	WATANG SIDENRENG	1272	1279	483	370	1090	355	225	4	6	17	0	1	2551
7314	SIDRAP	731408	SIDENRENG	7314081003	KANYUARA	1931	2013	820	849	1451	375	387	2	18	41	1	0	3944
7314	SIDRAP	731408	SIDENRENG	7314082004	MOJONG	1970	1938	740	599	1512	634	389	3	17	13	0	1	3908
7314	SIDRAP	731408	SIDENRENG	7314082005	DAMAI	908	895	324	265	756	285	161	2	1	9	0	0	1803
7314	SIDRAP	731408	SIDENRENG	7314082006	TALUMAE	1126	1135	449	321	811	378	262	4	10	25	1	0	2261
7314	SIDRAP	731408	SIDENRENG	7314082007	AKA-AKAE	754	728	326	233	626	194	89	0	0	14	0	0	1482
7314	SIDRAP	731408	SIDENRENG	7314082008		739	726	295	197	586	246	116	1	4	20	0	0	1465
7314	SIDRAP	731409	DUAPITUE	7314091001	TANRUTEDONG	2571	2762	1008	505	1334	1028	1133	17	77	227	4	0	5333
7314	SIDRAP	731409	DUAPITUE	7314091002	SALO MALLORI	1800	1770	772	371	1175	601	530	7	23	86	5	0	3570
7314	SIDRAP	731409	DUAPITUE	7314091004	PADANGLOANG	728	732	191	128	585	287	224	2	3	40	0	0	1460
7314	SIDRAP	731409	DUAPITUE	7314091007	PADANGLOANG ALAU	730	721	208	169	551	263	228	2	9	21	0	0	1451
7314	SIDRAP	731409	DUAPITUE	7314092002		332	361	189	50	228	126	74	4	6	16	0	0	693
7314	SIDRAP	731409	DUAPITUE	7314092003	KALOSI	3655	3763	1299	759	2634	1449	1045	16	54	154	8	0	7418
7314	SIDRAP	731409	DUAPITUE	7314092004		1516	1509	666	260	1378	465	229	4	7	16	0	0	3025
7314	SIDRAP	731409	DUAPITUE	7314092005	KALOSI ALAU	1473	1506	613	296	1308	463	263	5	8	23	0	0	2979
7314	SIDRAP	731409	DUAPITUE	7314092006	BILA	1686	1805	762	469	971	623	556	11	17	82	0	0	3491
7314	SIDRAP	731409	DUAPITUE	7314092007		377	373	186	73	226	131	98	0	9	26	1	0	750
7314	SIDRAP	731409	DUAPITUE	7314092008	SALOBUKKANG	1531	1577	559	272	933	621	587	10	30	95	1	0	3108
7314	SIDRAP	731409	DUAPITUE	7314092009	TACCIMPO	985	998	378	215	762	354	227	6	14	27	0	0	1983
7314	SIDRAP	731410	PITU RIAWA	7314101001	LANCIRANG	1440	1564	572	353	997	533	448	7	33	59	2	0	3004
7314	SIDRAP	731410	PITU RIAWA	7314101002	PONRANGAE	1335	1445	740	306	922	408	319	4	22	57	2	0	2780
7314	SIDRAP	731410	PITU RIAWA	7314102003	AJUBISSUE	1723	1631	653	569	1243	499	329	5	18	37	1	0	3354
7314	SIDRAP	731410	PITU RIAWA	7314102004	OTTING	1000	1050	491	439	577	379	142	0	16	3	3	0	2050
7314	SIDRAP	731410	PITU RIAWA	7314102005	BULU CENRANA	3143	3116	1210	761	2276	1048	818	20	22	103	0	1	6259
7314	SIDRAP	731410	PITU RIAWA	7314102006	SUMPANG MANGO	1578	1601	552	380	1159	639	394	3	16	33	3	0	3179
7314	SIDRAP	731410	PITU RIAWA	7314102007	LASIWALA	888	892	303	248	937	190	96	1	3	2	0	0	1780
7314	SIDRAP	731410	PITU RIAWA	7314102008	DONGI	1097	1096	390	170	647	462	389	6	28	96	5	0	2193
7314	SIDRAP	731410	PITU RIAWA	7314102009	ANA BANNA	742	685	277	182	620	192	141	1	5	7	0	2	1427
7314	SIDRAP	731410	PITU RIAWA	7314102010	BETAO	1359	1284	513	389	1099	388	219	6	7	22	0	0	2643
7314	SIDRAP	731410	PITU RIAWA	7314102014		1190	1210	447	519	971	245	187	8	6	17	0	0	2400
7314	SIDRAP	731410	PITU RIAWA	7314102015	KALEMPANG	336	306	83	110	223	137	78	5	1	5	0	0	642
7314	SIDRAP	731411	PITU RIASE	7314111001		1748	1663	696	649	1224	419	337	8	16	58	4	0	3411
7314	SIDRAP	731411	PITU RIASE	7314112001	BOLA BULU	1210	1299	515	381	902	438	247	1	6	19	0	0	2509
7314	SIDRAP	731411	PITU RIASE	7314112002	BOTTO	1607	1614	771	522	961	592	334	4	9	27	1	0	3221
7314	SIDRAP	731411	PITU RIASE	7314112003	BILA RIASE	1384	1301	443	381	865	524	396	8	11	57	0	0	2685
7314	SIDRAP	731411	PITU RIASE	7314112004	LAGADING	642	693	251	231	502	181	139	8	6	17	0	0	1335
7314	SIDRAP	731411	PITU RIASE	7314112005	BATU	42	55	22	11	27	9	18	0	0	10	0	0	97
7314	SIDRAP	731411	PITU RIASE	7314112007	TANATORO	1127	1089	484	702	799	108	94	6	1	21	0	1	2216
7314	SIDRAP	731411	PITU RIASE	7314112008	COMPONG	1152	1095	562	289	860	254	222	9	8	41	2	0	2247
7314	SIDRAP	731411	PITU RIASE	7314112009	LEPPANGENG	844	710	428	557	400	89	61	5	3	11	0	0	1554
7314	SIDRAP	731411	PITU RIASE	7314112010	LOMBO	577	516	199	319	414	97	54	1	0	9	0	0	1093
7314	SIDRAP	731411	PITU RIASE	7314112011	DENGENG-DENGENG	959	906	510	206	778	220	133	2	9	5	0	2	1865
7314	SIDRAP	731411	PITU RIASE	7314112012	BUNTU BUANGING	388	382	156	114	290	110	87	2	5	6	0	0	770
7314	SIDRAP	731411	PITU RIASE	7314112013	BELAWAE	1293	1240	473	354	1013	359	275	10	8	40	1	0	2533
7315	PINRANG	731501	MATTIROSOMPE	7315011001	LANGA	3204	3421	948	938	2642	917	912	51	44	168	5	0	6625
7315	PINRANG	731501	MATTIROSOMPE	7315011002	PALLAMEANG	3473	3647	1043	823	3150	1062	848	38	33	119	3	1	7120
7315	PINRANG	731501	MATTIROSOMPE	7315012003	MASSULOWALIE	1621	1705	578	385	1450	473	351	23	9	55	1	1	3326
7315	PINRANG	731501	MATTIROSOMPE	7315012004	MATTOMBONG	2034	2266	557	558	1752	670	596	33	30	100	4	0	4300
7315	PINRANG	731501	MATTIROSOMPE	7315012005	MATTONGANG TONGAN	1426	1453	509	417	1138	416	329	9	13	45	3	0	2879
7315	PINRANG	731501	MATTIROSOMPE	7315012006	PATOBONG	1437	1443	401	402	1080	384	439	16	20	135	3	0	2880
7315	PINRANG	731501	MATTIROSOMPE	7315012007	SAMAENRE	1887	1943	510	403	1928	476	433	7	14	57	2	0	3830
7315	PINRANG	731501	MATTIROSOMPE	7315012008	MATTIRO TASI	1369	1442	414	295	1579	284	199	5	10	25	0	0	2811
7315	PINRANG	731501	MATTIROSOMPE	7315012009	SIWOLONG POLONG	1575	1645	489	483	1162	512	481	20	16	54	3	0	3220
7315	PINRANG	731502	SUPPA	7315021001	WATANG SUPPA	1990	2176	490	580	1158	771	838	58	64	202	5	0	4166
7315	PINRANG	731502	SUPPA	7315021002	TELLUMPANUA	2226	2278	651	797	1354	655	765	35	37	194	16	0	4504
7315	PINRANG	731502	SUPPA	7315022003	LERO	4541	4628	1555	1597	4239	1041	610	35	24	66	1	1	9169
7315	PINRANG	731502	SUPPA	7315022004	WATTANG PULU	1923	1974	618	616	1648	504	421	11	21	56	2	0	3897
7315	PINRANG	731502	SUPPA	7315022005	MARITENGNGAE	1190	1271	250	215	1071	417	410	12	23	63	0	0	2461
7315	PINRANG	731502	SUPPA	7315022006	TASIWALIE	1864	1976	364	401	1742	629	557	22	30	94	1	0	3840
7315	PINRANG	731502	SUPPA	7315022007	WIRINGTASI	1197	1222	426	385	807	433	314	13	7	34	0	0	2419
7315	PINRANG	731502	SUPPA	7315022008	LOTANG SALO	1121	1118	279	364	1098	254	201	11	4	26	2	0	2239
7315	PINRANG	731502	SUPPA	7315022009	UJUNG LABUANG	1281	1200	463	489	1273	138	105	4	3	5	0	1	2481
7315	PINRANG	731502	SUPPA	7315022010	POLEWALI	1335	1462	487	389	1147	398	327	11	7	31	0	0	2797
7315	PINRANG	731503	MATTIRO BULU	7315031001	MANARANG	2414	2533	713	664	1568	795	901	29	44	221	11	1	4947
7315	PINRANG	731503	MATTIRO BULU	7315031002	PADAIDI	2745	2876	800	803	1837	937	976	30	58	171	9	0	5621
7315	PINRANG	731503	MATTIRO BULU	7315032003	PANNANRANG	2128	2261	546	585	1453	724	862	31	44	141	3	0	4389
7315	PINRANG	731503	MATTIRO BULU	7315032004	PADAKKALAWA	2372	2384	669	521	1961	777	677	16	37	93	4	1	4756
7315	PINRANG	731503	MATTIRO BULU	7315032005	MARANNU	885	870	234	263	677	266	264	13	4	33	0	1	1755
7315	PINRANG	731503	MATTIRO BULU	7315032006	ALITTA	1573	1657	415	402	1459	479	390	7	22	52	3	1	3230
7315	PINRANG	731503	MATTIRO BULU	7315032007	PADAELO	1963	2143	576	585	1548	647	641	18	26	64	1	0	4106
7315	PINRANG	731503	MATTIRO BULU	7315032008	BUNGA	750	787	220	272	581	224	194	7	10	29	0	0	1537
7315	PINRANG	731503	MATTIRO BULU	7315032009	MAKKAWARU	2004	1956	669	627	1632	554	404	25	12	37	0	0	3960
7315	PINRANG	731504	WATANG SAWITTO	7315041001	JAYA	5582	5640	1617	1173	2490	1725	3220	83	140	731	43	0	11222
7315	PINRANG	731504	WATANG SAWITTO	7315041002	SAWITTO	2643	2821	603	561	1149	831	1769	32	92	409	16	2	5464
7315	PINRANG	731504	WATANG SAWITTO	7315041003	MACORAWALIE	7297	7517	1906	1553	3217	1845	4060	169	332	1626	104	2	14814
7315	PINRANG	731504	WATANG SAWITTO	7315041004	PENRANG	8310	8316	2223	1908	4200	2875	4296	68	167	843	44	2	16626
7315	PINRANG	731504	WATANG SAWITTO	7315041005	SALO	2492	2511	677	634	1726	773	887	26	66	210	2	2	5003
7315	PINRANG	731504	WATANG SAWITTO	7315041006	BENTENGNGE	3752	3828	1082	789	2388	1039	1535	58	120	536	32	1	7580
7315	PINRANG	731504	WATANG SAWITTO	7315041007	SIPATOKKONG	1735	1840	686	425	1565	395	450	4	7	43	0	0	3575
7315	PINRANG	731504	WATANG SAWITTO	7315041008	SIPARAPPE	1670	1694	435	349	1363	623	512	8	21	52	1	0	3364
7315	PINRANG	731505	PATAMPANUA	7315051001	BENTENG	3124	3139	896	665	1601	831	1859	64	85	256	6	0	6263
7315	PINRANG	731505	PATAMPANUA	7315051002	TEPPO	2487	2604	773	692	1443	860	1091	40	42	146	4	0	5091
7315	PINRANG	731505	PATAMPANUA	7315051003	TONYAMANG	3098	3128	1052	895	1725	885	1343	66	51	200	7	2	6226
7315	PINRANG	731505	PATAMPANUA	7315051004	MACCIRINNA	709	763	290	235	534	217	170	5	3	17	1	0	1472
7315	PINRANG	731505	PATAMPANUA	7315052005	LEPPANGANG	1282	1353	340	292	841	489	521	19	27	103	2	1	2635
7315	PINRANG	731505	PATAMPANUA	7315052006	MALIMPUNG	1866	1912	610	521	1485	429	575	42	42	74	0	0	3778
7315	PINRANG	731505	PATAMPANUA	7315052007	MATTIRO ADE	2706	2865	818	664	1870	895	1063	38	52	161	10	0	5571
7315	PINRANG	731505	PATAMPANUA	7315052008	SIPATUO	2639	2669	1021	716	1944	749	766	21	23	65	3	0	5308
7315	PINRANG	731505	PATAMPANUA	7315052009	PADANGLOANG	1562	1432	483	379	1496	361	246	5	10	13	1	0	2994
7315	PINRANG	731505	PATAMPANUA	7315052010	PINCARA	1785	1851	632	534	1044	729	556	16	22	101	2	0	3636
7315	PINRANG	731506	DUAMPANUA	7315061001	PEKKABATA	3717	3708	1008	800	2537	1364	1360	54	65	227	10	0	7425
7315	PINRANG	731506	DUAMPANUA	7315061002	TATAE	2833	2920	761	650	2533	915	750	23	29	88	4	0	5753
7315	PINRANG	731506	DUAMPANUA	7315061003	LAMPA	2581	2699	717	792	1874	808	824	13	25	225	1	1	5280
7315	PINRANG	731506	DUAMPANUA	7315061004	DATA	3224	3271	849	908	2894	965	708	36	30	103	2	0	6495
7315	PINRANG	731506	DUAMPANUA	7315061005	BITTOENG	1887	1877	511	400	1863	436	444	10	10	90	0	0	3764
7315	PINRANG	731506	DUAMPANUA	7315062006	KABALLANGANG	1394	1468	367	465	1066	414	429	9	19	90	3	0	2862
7315	PINRANG	731506	DUAMPANUA	7315062007	PARIA	2129	2026	557	569	1799	634	512	21	13	49	1	0	4155
7315	PINRANG	731506	DUAMPANUA	7315062008	KALIANG	1403	1413	457	443	1453	267	166	9	6	15	0	0	2816
7315	PINRANG	731506	DUAMPANUA	7315062009	BUTTU SAWE	1875	1844	610	462	1788	425	355	27	10	41	1	0	3719
7315	PINRANG	731506	DUAMPANUA	7315062010	MARONENG	879	852	245	254	837	168	195	10	7	15	0	0	1731
7315	PINRANG	731506	DUAMPANUA	7315062011	KATOMPORANG	1873	1831	576	445	1534	579	466	23	24	53	3	1	3704
7315	PINRANG	731506	DUAMPANUA	7315062012	BUNGI	2751	2768	680	664	1863	830	1110	58	82	231	1	0	5519
7315	PINRANG	731506	DUAMPANUA	7315062013	MASSEWAE	2297	2201	779	744	1492	765	597	13	22	84	2	0	4498
7315	PINRANG	731506	DUAMPANUA	7315062014	BABABINANGA	812	821	189	215	843	187	181	7	4	5	2	0	1633
7315	PINRANG	731507	LEMBANG	7315071001	TADOKKONG	4112	4180	1339	1512	2731	1236	1236	45	53	139	1	0	8292
7315	PINRANG	731507	LEMBANG	7315071002	BETTENG	2018	1922	592	742	1909	345	313	5	14	20	0	0	3940
7315	PINRANG	731507	LEMBANG	7315072003	BINANGA KARAENG	2906	3042	829	1265	2091	751	763	67	37	137	6	2	5948
7315	PINRANG	731507	LEMBANG	7315072004	RAJANG	2813	2876	887	951	2771	580	405	34	25	35	1	0	5689
7315	PINRANG	731507	LEMBANG	7315072005	LETTA	835	837	421	239	866	89	38	15	1	3	0	0	1672
7315	PINRANG	731507	LEMBANG	7315072006	ULUSADDANG	2336	2254	829	709	2222	427	340	23	13	24	2	1	4590
7315	PINRANG	731507	LEMBANG	7315072007	SUPPIRANG	1409	1286	671	491	995	244	227	14	21	30	2	0	2695
7315	PINRANG	731507	LEMBANG	7315072008	BASSEANG	1034	937	268	567	806	181	133	10	1	5	0	0	1971
7315	PINRANG	731507	LEMBANG	7315072009	KARIANGO	582	702	300	197	595	97	76	7	6	6	0	0	1284
7315	PINRANG	731507	LEMBANG	7315072010	BENTENG PAREMBA	1802	1742	608	785	1504	337	260	13	10	27	0	0	3544
7315	PINRANG	731507	LEMBANG	7315072011	PAKENG	1715	1740	773	449	1833	256	134	4	2	4	0	0	3455
7315	PINRANG	731507	LEMBANG	7315072012	LEMBANG MESAKADA	2716	2472	896	863	2834	291	271	9	7	15	2	0	5188
7315	PINRANG	731507	LEMBANG	7315072013	SALI SALI	1044	1029	390	387	916	220	133	10	3	14	0	0	2073
7315	PINRANG	731507	LEMBANG	7315072014		1892	1851	541	466	1763	501	408	8	8	44	4	0	3743
7315	PINRANG	731508	CEMPA	7315081001		1451	1536	426	362	903	565	597	18	17	99	0	0	2987
7315	PINRANG	731508	CEMPA	7315082002	MANGKI	1384	1373	518	385	1149	426	231	11	7	29	1	0	2757
7315	PINRANG	731508	CEMPA	7315082003	MATTUNRU TUNRUE	2129	2259	508	546	1839	911	494	17	23	50	0	0	4388
7315	PINRANG	731508	CEMPA	7315082004	SIKKUALE	1573	1620	450	363	1308	655	359	14	11	30	3	0	3193
7315	PINRANG	731508	CEMPA	7315082005	TADANG PALIE	1947	1991	504	504	1731	618	494	11	16	56	4	0	3938
7315	PINRANG	731508	CEMPA	7315082006	SALIPOLO	1218	1207	339	346	1137	359	217	5	12	8	2	0	2425
7315	PINRANG	731508	CEMPA	7315082007	TANRA TUO	935	975	299	246	697	348	253	13	9	43	1	1	1910
7315	PINRANG	731509	TIROANG	7315091001	PAMMASE	2320	2311	672	541	2516	517	335	12	11	26	1	0	4631
7315	PINRANG	731509	TIROANG	7315091002	MARAWI	3623	3693	1239	946	2903	1133	919	30	25	113	7	1	7316
7315	PINRANG	731509	TIROANG	7315091003	FAKKIE	1954	2009	811	625	1283	581	574	18	10	57	4	0	3963
7315	PINRANG	731509	TIROANG	7315091004	TIROANG	4359	4185	1329	1018	3519	1299	1178	27	34	136	4	0	8544
7315	PINRANG	731509	TIROANG	7315091005	MATTIRO DECENG	2053	2082	566	433	1509	694	728	27	33	144	1	0	4135
7315	PINRANG	731510	LANRISANG	7315101001		2420	2585	685	725	1858	817	703	42	27	148	0	0	5005
7315	PINRANG	731510	LANRISANG	7315102002	SAMAULUE	1258	1324	319	268	1089	476	363	8	11	46	2	0	2582
7315	PINRANG	731510	LANRISANG	7315102003	MALLONGI LONGI	1926	2057	508	423	1710	613	590	29	19	88	3	0	3983
7315	PINRANG	731510	LANRISANG	7315102004	AMASSANGANG	1721	1753	652	373	1446	549	407	6	11	30	0	0	3474
7315	PINRANG	731510	LANRISANG	7315102005	BARANG PALIE	1488	1503	363	416	1597	349	234	11	5	16	0	0	2991
7315	PINRANG	731510	LANRISANG	7315102006	WAE TUWOE	1023	1105	270	238	1075	279	224	12	4	26	0	0	2128
7315	PINRANG	731510	LANRISANG	7315102007	LERANG	1664	1602	431	452	1544	448	330	12	8	37	4	0	3266
7315	PINRANG	731511	PALETEANG	7315111001	PACONGANG	7557	7599	2288	1718	4145	2395	3654	72	195	659	30	0	15156
7315	PINRANG	731511	PALETEANG	7315111002	MACINNAE	4173	4203	1232	993	2690	1337	1697	49	78	289	11	0	8376
7315	PINRANG	731511	PALETEANG	7315111003	TEMMASSARANGNGE	2656	2603	733	649	1826	762	1042	24	35	181	6	1	5259
7315	PINRANG	731511	PALETEANG	7315111004	MAMMINASAE	3235	3311	983	742	2577	1009	1103	20	26	80	5	1	6546
7315	PINRANG	731511	PALETEANG	7315111005	LALENG BATA	4126	4185	1103	975	2330	1294	1993	59	109	422	25	1	8311
7315	PINRANG	731511	PALETEANG	7315111006	BENTENG SAWITTO	4269	4134	1198	1130	2227	1236	1950	51	120	465	24	2	8403
7315	PINRANG	731512	BATULAPPA	7315121003	KASSA	2698	2602	969	760	1695	903	823	37	39	71	3	0	5300
7315	PINRANG	731512	BATULAPPA	7315122001	BATULAPPA	1326	1200	358	420	1267	235	211	10	4	21	0	0	2526
7315	PINRANG	731512	BATULAPPA	7315122004	TAPPORANG	1172	1190	338	397	823	342	343	7	11	99	2	0	2362
7315	PINRANG	731512	BATULAPPA	7315122005	KASERALAU	1379	1328	685	510	1125	206	143	11	6	21	0	0	2707
7315	PINRANG	731512	BATULAPPA	7315122006	WATANG KASSA	1097	1008	358	423	822	242	213	25	5	17	0	0	2105
7316	ENREKANG	731601	MAIWA	7316011001	BANGKALA	2529	2520	903	759	923	789	1056	101	142	366	10	0	5049
7316	ENREKANG	731601	MAIWA	7316012002	PATONDON SALU	1231	1269	350	424	782	392	418	32	27	74	1	0	2500
7316	ENREKANG	731601	MAIWA	7316012003	TUNCUNG	785	811	360	306	301	323	212	29	17	48	0	0	1596
7316	ENREKANG	731601	MAIWA	7316012004	PASANG	513	490	151	124	308	200	163	16	7	33	1	0	1003
7316	ENREKANG	731601	MAIWA	7316012005	SALO DUA	682	644	285	272	426	214	100	8	8	12	1	0	1326
7316	ENREKANG	731601	MAIWA	7316012006	BATU MILA	839	812	280	323	454	280	261	12	13	27	1	0	1651
7316	ENREKANG	731601	MAIWA	7316012007	PUNCAK HARAPAN	569	559	300	166	327	248	66	5	1	15	0	0	1128
7316	ENREKANG	731601	MAIWA	7316012008	PALAKKA	407	332	185	132	240	89	78	8	1	6	0	0	739
7316	ENREKANG	731601	MAIWA	7316012009	TAPONG	616	565	255	152	399	201	138	11	5	20	0	0	1181
7316	ENREKANG	731601	MAIWA	7316012010	MENGKAWANI	725	721	286	213	404	285	219	16	6	17	0	0	1446
7316	ENREKANG	731601	MAIWA	7316012011	BOTO MALANGGA	1056	1023	381	324	460	349	394	31	29	91	11	9	2079
7316	ENREKANG	731601	MAIWA	7316012012	BOIYA	629	614	355	214	448	135	78	2	4	7	0	0	1243
7316	ENREKANG	731601	MAIWA	7316012013	BARINGIN	593	559	233	176	545	112	69	5	5	7	0	0	1152
7316	ENREKANG	731601	MAIWA	7316012014		526	526	310	239	314	109	68	6	3	3	0	0	1052
7316	ENREKANG	731601	MAIWA	7316012015	MATAJANG	559	505	313	174	299	156	107	5	4	6	0	0	1064
7316	ENREKANG	731601	MAIWA	7316012016		176	192	80	20	194	38	30	0	4	2	0	0	368
7316	ENREKANG	731601	MAIWA	7316012017		571	542	255	139	399	184	110	6	5	15	0	0	1113
7316	ENREKANG	731601	MAIWA	7316012018		292	240	96	110	224	72	22	2	0	6	0	0	532
7316	ENREKANG	731601	MAIWA	7316012019		613	519	281	242	397	145	50	3	5	9	0	0	1132
7316	ENREKANG	731601	MAIWA	7316012020		470	481	229	230	354	90	41	2	1	3	1	0	951
7316	ENREKANG	731601	MAIWA	7316012021		312	298	126	168	237	44	25	8	2	0	0	0	610
7316	ENREKANG	731601	MAIWA	7316012022		335	309	169	147	242	49	32	3	0	1	1	0	644
7316	ENREKANG	731602	ENREKANG	7316021001	GALONTA	2297	2345	758	497	557	503	1518	129	163	476	39	2	4642
7316	ENREKANG	731602	ENREKANG	7316021002	JUPPANDANG	5226	5264	1399	986	1062	1329	4119	244	352	937	60	2	10490
7316	ENREKANG	731602	ENREKANG	7316021003	PUSERREN	2286	2256	614	431	414	498	1801	103	146	498	37	0	4542
7316	ENREKANG	731602	ENREKANG	7316021004	LEWAJA	1165	1211	602	415	455	337	473	40	14	38	2	0	2376
7316	ENREKANG	731602	ENREKANG	7316021005		1250	1256	365	341	368	335	731	57	74	223	12	0	2506
7316	ENREKANG	731602	ENREKANG	7316021006		807	819	336	204	292	239	437	34	28	52	4	0	1626
7316	ENREKANG	731602	ENREKANG	7316022007	TOKKONAN	879	793	417	290	505	231	178	23	9	18	1	0	1672
7316	ENREKANG	731602	ENREKANG	7316022008	KARUENG	1235	1238	607	442	307	422	598	44	18	34	1	0	2473
7316	ENREKANG	731602	ENREKANG	7316022009	BANAWA	500	478	274	171	326	110	82	8	3	3	1	0	978
7316	ENREKANG	731602	ENREKANG	7316022010	LEORAN	1538	1413	553	405	517	426	840	63	53	90	4	0	2951
7316	ENREKANG	731602	ENREKANG	7316022011	TALLU BAMBA	709	676	322	245	348	183	212	24	15	35	1	0	1385
7316	ENREKANG	731602	ENREKANG	7316022012	TUNGKA	1530	1346	831	655	687	359	300	19	10	14	1	0	2876
7316	ENREKANG	731602	ENREKANG	7316022013	KALUPPINI	1127	1109	396	416	583	379	390	38	10	23	1	0	2236
7316	ENREKANG	731602	ENREKANG	7316022014		1088	1071	746	210	540	445	166	28	11	12	1	0	2159
7316	ENREKANG	731602	ENREKANG	7316022015	CEMBA	607	566	353	171	254	163	170	28	12	22	0	0	1173
7316	ENREKANG	731602	ENREKANG	7316022016		788	781	348	297	434	282	188	9	6	5	0	0	1569
7316	ENREKANG	731602	ENREKANG	7316022017		832	838	601	180	605	153	104	14	7	5	1	0	1670
7316	ENREKANG	731602	ENREKANG	7316022018		836	798	472	270	498	198	166	16	7	7	0	0	1634
7316	ENREKANG	731603	BARAKA	7316031001	BARAKA	1518	1488	529	444	453	438	782	43	71	242	3	1	3006
7316	ENREKANG	731603	BARAKA	7316031002	TOMENAWA	1054	1014	396	259	304	343	584	35	29	116	2	0	2068
7316	ENREKANG	731603	BARAKA	7316031009		1002	949	454	244	471	337	360	23	19	40	2	1	1951
7316	ENREKANG	731603	BARAKA	7316032003	BANTI	777	727	227	176	301	291	396	40	20	53	0	0	1504
7316	ENREKANG	731603	BARAKA	7316032004	PASUI	943	889	419	258	541	337	229	19	7	22	0	0	1832
